series_key,document_target,source_mapping_status,proxy_for,source_id,instrument,delivery_point,timestamp,data_type,value,unit,price_low,price_high,price_method,price_unit_raw,slug_id,slug_name,report_title,published_date,commodity_raw,class_raw,grade,protein,delivery_point_raw,market_location_name,market_location_city,market_location_state,trade_loc,location_state,location_city,quote_type,sale_type,basis_unit,basis_min,basis_max,freight,delivery_raw,proxy_keyword_hits,proxy_reason,tos_status,gatekeeper_cleared,gatekeeper_id,raw_source_url
CORN_COUNTRY_ELEVATOR_OK_FALLBACK,CORN_FALLBACK,FALLBACK,,USDA_AMS_CORN_OK_COUNTRY_ELEVATOR_BID,CORN,OKLAHOMA_COUNTRY_ELEVATORS,05/19/2026,ELEVATOR_BID,4.7525,USD_PER_BUSHEL,4.7525,4.7525,avg_price,$ Per Bushel,3100,AMS_3100,Oklahoma Daily Grain Bids,05/19/2026 14:04:27,Corn,Yellow,US #2,,Country Elevators,Grain - Oklahoma,Oklahoma City,OK,Northwest,OK,Shattuck,Basis,Bid,¢/Bu,0,0,Delivered,,country elevator|country elevators|ok|oklahoma,Clean USDA corn country-elevator bid fallback. It is not Decatur/Gulf.,GO,True,LOCAL_PROTO,https://marsapi.ams.usda.gov/services/v1.2/reports/3100/Report%20Detail
CORN_COUNTRY_ELEVATOR_OK_FALLBACK,CORN_FALLBACK,FALLBACK,,USDA_AMS_CORN_OK_COUNTRY_ELEVATOR_BID,CORN,OKLAHOMA_COUNTRY_ELEVATORS,05/19/2026,ELEVATOR_BID,4.5525,USD_PER_BUSHEL,4.5525,4.5525,avg_price,$ Per Bushel,3100,AMS_3100,Oklahoma Daily Grain Bids,05/19/2026 14:04:27,Corn,Yellow,US #2,,Country Elevators,Grain - Oklahoma,Oklahoma City,OK,Northwest,OK,Hooker,Basis,Bid,¢/Bu,-20,-20,Delivered,,country elevator|country elevators|ok|oklahoma,Clean USDA corn country-elevator bid fallback. It is not Decatur/Gulf.,GO,True,LOCAL_PROTO,https://marsapi.ams.usda.gov/services/v1.2/reports/3100/Report%20Detail
CORN_COUNTRY_ELEVATOR_OK_FALLBACK,CORN_FALLBACK,FALLBACK,,USDA_AMS_CORN_OK_COUNTRY_ELEVATOR_BID,CORN,OKLAHOMA_COUNTRY_ELEVATORS,05/19/2026,ELEVATOR_BID,4.5525,USD_PER_BUSHEL,4.5525,4.5525,avg_price,$ Per Bushel,3100,AMS_3100,Oklahoma Daily Grain Bids,05/19/2026 14:04:27,Corn,Yellow,US #2,,Country Elevators,Grain - Oklahoma,Oklahoma City,OK,Northwest,OK,Keyes,Basis,Bid,¢/Bu,-20,-20,Delivered,,country elevator|country elevators|ok|oklahoma,Clean USDA corn country-elevator bid fallback. It is not Decatur/Gulf.,GO,True,LOCAL_PROTO,https://marsapi.ams.usda.gov/services/v1.2/reports/3100/Report%20Detail
CORN_COUNTRY_ELEVATOR_OK_FALLBACK,CORN_FALLBACK,FALLBACK,,USDA_AMS_CORN_OK_COUNTRY_ELEVATOR_BID,CORN,OKLAHOMA_COUNTRY_ELEVATORS,05/19/2026,ELEVATOR_BID,4.5025,USD_PER_BUSHEL,4.5025,4.5025,avg_price,$ Per Bushel,3100,AMS_3100,Oklahoma Daily Grain Bids,05/19/2026 14:04:27,Corn,Yellow,US #2,,Country Elevators,Grain - Oklahoma,Oklahoma City,OK,West,OK,Weatherford,Basis,Bid,¢/Bu,-25,-25,Delivered,,country elevator|country elevators|ok|oklahoma,Clean USDA corn country-elevator bid fallback. It is not Decatur/Gulf.,GO,True,LOCAL_PROTO,https://marsapi.ams.usda.gov/services/v1.2/reports/3100/Report%20Detail
CORN_COUNTRY_ELEVATOR_OK_FALLBACK,CORN_FALLBACK,FALLBACK,,USDA_AMS_CORN_OK_COUNTRY_ELEVATOR_BID,CORN,OKLAHOMA_COUNTRY_ELEVATORS,05/19/2026,ELEVATOR_BID,4.4025,USD_PER_BUSHEL,4.4025,4.4025,avg_price,$ Per Bushel,3100,AMS_3100,Oklahoma Daily Grain Bids,05/19/2026 14:04:27,Corn,Yellow,US #2,,Country Elevators,Grain - Oklahoma,Oklahoma City,OK,Southwest,OK,Lawton,Basis,Bid,¢/Bu,-35,-35,Delivered,,country elevator|country elevators|ok|oklahoma,Clean USDA corn country-elevator bid fallback. It is not Decatur/Gulf.,GO,True,LOCAL_PROTO,https://marsapi.ams.usda.gov/services/v1.2/reports/3100/Report%20Detail
CORN_COUNTRY_ELEVATOR_OK_FALLBACK,CORN_FALLBACK,FALLBACK,,USDA_AMS_CORN_OK_COUNTRY_ELEVATOR_BID,CORN,OKLAHOMA_COUNTRY_ELEVATORS,05/19/2026,ELEVATOR_BID,4.2025,USD_PER_BUSHEL,4.2025,4.2025,avg_price,$ Per Bushel,3100,AMS_3100,Oklahoma Daily Grain Bids,05/19/2026 14:04:27,Corn,Yellow,US #2,,Country Elevators,Grain - Oklahoma,Oklahoma City,OK,North Central,OK,Manchester,Basis,Bid,¢/Bu,-55,-55,Delivered,,country elevator|country elevators|ok|oklahoma,Clean USDA corn country-elevator bid fallback. It is not Decatur/Gulf.,GO,True,LOCAL_PROTO,https://marsapi.ams.usda.gov/services/v1.2/reports/3100/Report%20Detail
CORN_COUNTRY_ELEVATOR_OK_FALLBACK,CORN_FALLBACK,FALLBACK,,USDA_AMS_CORN_OK_COUNTRY_ELEVATOR_BID,CORN,OKLAHOMA_COUNTRY_ELEVATORS,05/20/2026,ELEVATOR_BID,4.6575,USD_PER_BUSHEL,4.6575,4.6575,avg_price,$ Per Bushel,3100,AMS_3100,Oklahoma Daily Grain Bids,05/20/2026 14:25:27,Corn,Yellow,US #2,,Country Elevators,Grain - Oklahoma,Oklahoma City,OK,Northwest,OK,Shattuck,Basis,Bid,¢/Bu,0,0,Delivered,,country elevator|country elevators|ok|oklahoma,Clean USDA corn country-elevator bid fallback. It is not Decatur/Gulf.,GO,True,LOCAL_PROTO,https://marsapi.ams.usda.gov/services/v1.2/reports/3100/Report%20Detail
CORN_COUNTRY_ELEVATOR_OK_FALLBACK,CORN_FALLBACK,FALLBACK,,USDA_AMS_CORN_OK_COUNTRY_ELEVATOR_BID,CORN,OKLAHOMA_COUNTRY_ELEVATORS,05/20/2026,ELEVATOR_BID,4.4575,USD_PER_BUSHEL,4.4575,4.4575,avg_price,$ Per Bushel,3100,AMS_3100,Oklahoma Daily Grain Bids,05/20/2026 14:25:27,Corn,Yellow,US #2,,Country Elevators,Grain - Oklahoma,Oklahoma City,OK,Northwest,OK,Hooker,Basis,Bid,¢/Bu,-20,-20,Delivered,,country elevator|country elevators|ok|oklahoma,Clean USDA corn country-elevator bid fallback. It is not Decatur/Gulf.,GO,True,LOCAL_PROTO,https://marsapi.ams.usda.gov/services/v1.2/reports/3100/Report%20Detail
CORN_COUNTRY_ELEVATOR_OK_FALLBACK,CORN_FALLBACK,FALLBACK,,USDA_AMS_CORN_OK_COUNTRY_ELEVATOR_BID,CORN,OKLAHOMA_COUNTRY_ELEVATORS,05/20/2026,ELEVATOR_BID,4.4575,USD_PER_BUSHEL,4.4575,4.4575,avg_price,$ Per Bushel,3100,AMS_3100,Oklahoma Daily Grain Bids,05/20/2026 14:25:27,Corn,Yellow,US #2,,Country Elevators,Grain - Oklahoma,Oklahoma City,OK,Northwest,OK,Keyes,Basis,Bid,¢/Bu,-20,-20,Delivered,,country elevator|country elevators|ok|oklahoma,Clean USDA corn country-elevator bid fallback. It is not Decatur/Gulf.,GO,True,LOCAL_PROTO,https://marsapi.ams.usda.gov/services/v1.2/reports/3100/Report%20Detail
CORN_COUNTRY_ELEVATOR_OK_FALLBACK,CORN_FALLBACK,FALLBACK,,USDA_AMS_CORN_OK_COUNTRY_ELEVATOR_BID,CORN,OKLAHOMA_COUNTRY_ELEVATORS,05/20/2026,ELEVATOR_BID,4.4075,USD_PER_BUSHEL,4.4075,4.4075,avg_price,$ Per Bushel,3100,AMS_3100,Oklahoma Daily Grain Bids,05/20/2026 14:25:27,Corn,Yellow,US #2,,Country Elevators,Grain - Oklahoma,Oklahoma City,OK,West,OK,Weatherford,Basis,Bid,¢/Bu,-25,-25,Delivered,,country elevator|country elevators|ok|oklahoma,Clean USDA corn country-elevator bid fallback. It is not Decatur/Gulf.,GO,True,LOCAL_PROTO,https://marsapi.ams.usda.gov/services/v1.2/reports/3100/Report%20Detail
